comment,clean_comment,sentiment
Para tetua buzzer lagi pada kumpul,para tetua buzzer lagi pada kumpul,neutral
Yang menyampaikan berita negatif adalah komika ini lah..😂😂😂😂,yang menyampaikan berita negatif adalah komika ini lah,negative
woee coki sumpah parah🤣,woee coki sumpah parah,negative
"Didepan wapress, dia ngomongnya cak cok, blak blokk 😂😂😂",didepan wapress dia ngomongnya cak cok blak blokk,neutral
fufufafa ANAK HARAM KONSTITUSI,fufufafa anak haram konstitusi,neutral
Lebih parah dari mens rea ga sih😅,lebih parah dari mens rea ga sih,negative
Emang beneran balas dendam yang epic adalah berbuat baik...,emang beneran balas dendam yang epic adalah berbuat baik,negative
Pas IKN kok kayaknya atmosfernya dingin ya 😅😅😅😅,pas ikn kok kayaknya atmosfernya dingin ya,positive
"wakil presiden ini, Haha , kelas mas gibran",wakil presiden ini haha kelas mas gibran,neutral
keren 😂,keren,positive
"Dia ga sadar , dengan ketawanya coki,,, 😅😅😅😅😅😅",dia ga sadar dengan ketawanya coki,negative
41 sppg punya anak dprd gmn tuh,sppg punya anak dprd gmn tuh,neutral
Gw malah ngakakkk,gw malah ngakakkk,negative
"Panji panji level lo di hancur kan sama dua org ini..  Satu indonesia nonton ini 
😂😂😂 respec buat muslim sm chokii Jentleman 
Masih masuk kalo lo berkomedi kaya ini panji 
..",panji panji level lo di hancur kan sama dua org ini satu indonesia nonton ini respec buat muslim sm chokii jentleman masih masuk kalo lo berkomedi kaya ini panji,negative
Nah gini dong kalo roasting depan mukanya langsung 😂😂,nah gini dong kalo roasting depan mukanya langsung,negative
"bukan ngantuk bang, emang tolol dan kosong aja",bukan ngantuk bang emang tolol dan kosong aja,negative
Kosong😂,kosong,negative
"Presiden dan wapresnya sepakat sabtu minggu libur tugas, pernyataan tambahan si wapres kerja kalo ada acara aja🤗",presiden dan wapresnya sepakat sabtu minggu libur tugas pernyataan tambahan si wapres kerja kalo ada acara aja,neutral
itu pegawainya yang di belakang ga pada ikut ketawa kah ?,itu pegawainya yang di belakang ga pada ikut ketawa kah,negative
Ini Eps TerGOKIL 🤣,ini eps tergokil,positive
Ini mah AI ya... Wkwk,ini mah ai ya wkwk,negative
bangke bangke ini dia ini wakil presiden loh cok,bangke bangke ini dia ini wakil presiden loh cok,negative
GUA KIRA KONTEN MUTAN ANJENGGG😂,gua kira konten mutan anjenggg,neutral
Wakil presiden Konoha 🙃,wakil presiden konoha,neutral
"Coki, elu gak ada rem-nya",coki elu gak ada remnya,negative
piss !!!!,piss,positive
"Masuk inilah calon pemimpin masa Depan dewasa dalam memahami sesuatu sudah jelas itu hanya standupcomedy yang intinya bertujuan untuk membuat orang tertawa , yang baper sungguh kurang Dewasa dan Bijaksana, sekolah lagi dah 😅",masuk inilah calon pemimpin masa depan dewasa dalam memahami sesuatu sudah jelas itu hanya standupcomedy yang intinya bertujuan untuk membuat orang tertawa yang baper sungguh kurang dewasa dan bijaksana sekolah lagi dah,negative
"Orang nya mah sebenernya biasa aja di kritik atau di roasting,, tapi yg heboh kan yg orang2 sekitar yang ingin menjilat jabatan dari doi,,iya gk sih 🤣🤣🤣",orang nya mah sebenernya biasa aja di kritik atau di roasting tapi yg heboh kan yg orang sekitar yang ingin menjilat jabatan dari doiiya gk sih,negative
19jt lapangan kerja🎉,jt lapangan kerja,positive
Terlalu banyak ekstras nnya massssssssssssssssssssssss,terlalu banyak ekstras nnya massssssssssssssssssssssss,negative
Mantp,mantp,positive
Rikaguning,rikaguning,positive
Langsung di roasting depan orang nya cokkk😂😂,langsung di roasting depan orang nya cokkk,neutral
Wapres di giniin Anjir wkwkwk 😂 tp bnr sih mas Gibran ini bnr² gak baperan njir 😂,wapres di giniin anjir wkwkwk tp bnr sih mas gibran ini bnr gak baperan njir,negative
Sekalian bahas karyawan mbg yang diangkat jadi PPPK dong..,sekalian bahas karyawan mbg yang diangkat jadi pppk dong,neutral
Buzzer lagi nyapu nii,buzzer lagi nyapu nii,positive
8:42 tolong diperlihatkan di depan kamera 😭😭😭😭😭😭😭,tolong diperlihatkan di depan kamera,neutral
Ini outlet bebek nya di jagain berapa personel Paspampres slim.😅😅😅,ini outlet bebek nya di jagain berapa personel paspampres slim,neutral
Satire banget 😂,satire banget,positive
"Saya mau di hate dong sini-sini, spill siapa ajah yg mau komen di sini 
saya prediksi dulu kalimatnya : ngantuk,fufufafa,mangkrak,pria olos, Mulyo, 19 juta (dalam satu malam atau mau dalam apa ini, PT-nya nyewa jin rorojongrang ah biar jadi semalem), buzzer, ciecie, ehem, ada yg kepanasan ini, bayar berapa mas 😎,gajah,NU, Muhammad, Amerika, antek asing, Venezuela 🤣🤣🤣🤣🤣🤣🗿

Saya menikmati pembicaraannya, saya pendukung pemerintah sekrang hayo sini semuanya ada yg asin di sini😁🎣",saya mau di hate dong sinisini spill siapa ajah yg mau komen di sini saya prediksi dulu kalimatnya ngantukfufufafamangkrakpria olos mulyo juta dalam satu malam atau mau dalam apa ini ptnya nyewa jin rorojongrang ah biar jadi semalem buzzer ciecie ehem ada yg kepanasan ini bayar berapa mas gajahnu muhammad amerika antek asing venezuela saya menikmati pembicaraannya saya pendukung pemerintah sekrang hayo sini semuanya ada yg asin di sini,negative
Final bos donk😂,final bos donk,positive
Pembangunan untuk di kurupkan,pembangunan untuk di kurupkan,neutral
Ini ga nanya lapangan pekerjaan ya?,ini ga nanya lapangan pekerjaan ya,negative
kacauuu kacau,kacauuu kacau,negative
Sattt kocak 🤣🤣🤣🤣,sattt kocak,positive
"Roasting owner Markobar ✅
Roasting Wapres Indonesia ✅
Roasting presiden 2029 🔜",roasting owner markobar roasting wapres indonesia roasting presiden,neutral
"Paman coki glowing bener, jadikeliatan gambar tato nya.. Sebelomnya kan kek item doang satttt😂",paman coki glowing bener jadikeliatan gambar tato nya sebelomnya kan kek item doang satttt,positive
"Kalo gw jadi Gibran sih, tretan cm tinggal tahi lalatnya doank

Sisanya ilanggg 🤣🤣🤣",kalo gw jadi gibran sih tretan cm tinggal tahi lalatnya doank sisanya ilanggg,negative
Anjay ada anaknya pria solo,anjay ada anaknya pria solo,neutral
Font buat nama awal tadi apa,font buat nama awal tadi apa,neutral
Coki dan tretan bner2 nih. Nancep trus omongannya. 😂,coki dan tretan bner nih nancep trus omongannya,negative
tegang banget nih abang tretan muslim ,tegang banget nih abang tretan muslim,negative
"emang bansattt
Narasumbernya malah makin  mlongo dengar roy suryo sama panji lucuan mana😂😂😂😂",emang bansattt narasumbernya malah makin mlongo dengar roy suryo sama panji lucuan mana,negative
"Mungkij kalo durasi nya sejam lebih, gibran udh berubah mode jadi fufufafa",mungkij kalo durasi nya sejam lebih gibran udh berubah mode jadi fufufafa,neutral
"Kelas, komedi di balas komedi, 👍",kelas komedi di balas komedi,neutral
"Mas gibran ini ulung berpolitik seperti pak jokowi, dia tau cara mengcounter pandji dengan elegan dan di balas dengan lawakan. Saya malah tambah ngefans mas gibran. Asik benner orangnya",mas gibran ini ulung berpolitik seperti pak jokowi dia tau cara mengcounter pandji dengan elegan dan di balas dengan lawakan saya malah tambah ngefans mas gibran asik benner orangnya,positive
Ga nanggung Langsung depan muka aja cok,ga nanggung langsung depan muka aja cok,neutral
anjirr kirain pake AI 😂😂😂😂😂,anjirr kirain pake ai,negative
"""Santai saja"" 😂",santai saja,positive
Panji atau Roy Suryo itu paling anjing🤣,panji atau roy suryo itu paling anjing,neutral
"Wi wok de wok, wi tok de tok",wi wok de wok wi tok de tok,neutral
Nitip komen,nitip komen,negative
"Kocak, wapres emang gk ada kerjaan ya? Aneh",kocak wapres emang gk ada kerjaan ya aneh,negative
"Bila kalian tidak tau bagaimana rupa senyum iblis, tu ada coki 🤣🤣🤣",bila kalian tidak tau bagaimana rupa senyum iblis tu ada coki,negative
Numpang komen doang gak liat kontennya. Ini yg dibahas cuma masalah receh ngantuk doang apa materi Pandji yg lain yg lebih berat juga dibahas ?,numpang komen doang gak liat kontennya ini yg dibahas cuma masalah receh ngantuk doang apa materi pandji yg lain yg lebih berat juga dibahas,negative
ASU ASUU🤣🤣,asu asuu,positive
Coki ketawa nya ajg Banget wkwkwk😂😂,coki ketawa nya ajg banget wkwkwk,positive
Fufufafa has join,fufufafa has join,positive
Itu makanannya di cicipin dulu sama ajudannya nggak ya 😅,itu makanannya di cicipin dulu sama ajudannya nggak ya,negative
murid baru sekolah normal,murid baru sekolah normal,neutral
Emangggg anj**ggggg 😭😭😭😭😭😭,emangggg anjggggg,positive
knpa nggak nanya siapa pemilik akun fufufafa cok!!!!,knpa nggak nanya siapa pemilik akun fufufafa cok,neutral
Ketawa ngakak salut pak wapres 😂,ketawa ngakak salut pak wapres,positive
Durasinya Kurang Lama Slim😆,durasinya kurang lama slim,positive
"PANJI AMA ROY SURYO LUCUAN MANA??? 😂😂😂, gw mending jawab SPIDERMAN",panji ama roy suryo lucuan mana gw mending jawab spiderman,negative
12:43 Coki anjimmmm😂😂😂,coki anjimmmm,negative
"Sudah ada sertifikat halal nya, kalu ada tolong perlihatkan dikamera 🤣😂",sudah ada sertifikat halal nya kalu ada tolong perlihatkan dikamera,neutral
Mas Gibran Kerawa tapi ngak di Shoooooooooooooot :D,mas gibran kerawa tapi ngak di shoooooooooooooot d,negative
Anjirrrr wapres itu cok pake lu gua 😂😂😂,anjirrrr wapres itu cok pake lu gua,negative
Parah lo bang muslim😅,parah lo bang muslim,negative
Paspampres nya melototin cuk wkwkw,paspampres nya melototin cuk wkwkw,negative
Anjing banget roasting depan muka🤣🤣,anjing banget roasting depan muka,negative
"Yaelahh bang, ga asik lahh. Langsung panggi Raja Trakir.. 
Kirain AI atau orang lain, ga taunya beneran Pak Gibran.. 😂",yaelahh bang ga asik lahh langsung panggi raja trakir kirain ai atau orang lain ga taunya beneran pak gibran,negative
Apa ini cuma 18 menit,apa ini cuma menit,negative
Saluuuuutttt,saluuuuutttt,negative
coki mulut lu 😆😆,coki mulut lu,negative
Gibran dustin kayaknya bs lbh meledak daripada dustin sony wakwaw 😂😂😂,gibran dustin kayaknya bs lbh meledak daripada dustin sony wakwaw,neutral
Next undang raja sawit sang last boss😅,next undang raja sawit sang last boss,neutral
Pria solo itu lagi..,pria solo itu lagi,negative
4:20 😌,,ERROR
Ke wakil president la lu loe haaaa,ke wakil president la lu loe haaaa,negative
Durasinya kurang panjang😂,durasinya kurang panjang,negative
Bgst 🤣,bgst,negative
wapres ter sabar dan humble,wapres ter sabar dan humble,positive
2:55 Hubungannya ape?! Siang anaknya lahir malemnya diroasting😂 Yak santai ajalah,hubungannya ape siang anaknya lahir malemnya diroasting yak santai ajalah,neutral
Itu yg pake jaket ojol kayaknya barisan paspampres kah? Kwk,itu yg pake jaket ojol kayaknya barisan paspampres kah kwk,neutral
"Bang muslim kejebak sendiri sama bang coki, pas bilang jangan bilang mahal dong, blok!!😂",bang muslim kejebak sendiri sama bang coki pas bilang jangan bilang mahal dong blok,negative
lawan mas gibran mah susah dia termasuk waprea yg ikut jaman dan teknologi lawak ya lawan lawak lagi nagepi sesuatu sesuain dengan jamanya,lawan mas gibran mah susah dia termasuk waprea yg ikut jaman dan teknologi lawak ya lawan lawak lagi nagepi sesuatu sesuain dengan jamanya,negative
"Nah gini, ini moment yang tepat nunjukin kalau wapres kita beneran slow, klo perlu undang pandji langsung, pasti makin syahdu",nah gini ini moment yang tepat nunjukin kalau wapres kita beneran slow klo perlu undang pandji langsung pasti makin syahdu,positive
Masss wakill diteror ayam gimana mas??,masss wakill diteror ayam gimana mas,negative
Kurang lama ahhh seru padahal,kurang lama ahhh seru padahal,negative
"Fufufafa hrusnya disinggung tu, parah kalean, gak keluar roasting nya
Sbg anak kaskuser, kita patut berbangga member kaskus jd wapres 😂",fufufafa hrusnya disinggung tu parah kalean gak keluar roasting nya sbg anak kaskuser kita patut berbangga member kaskus jd wapres,positive
kok bisa yg belakang gaikut ketawa😭,kok bisa yg belakang gaikut ketawa,negative
19 juta dong tanyain 🗿,juta dong tanyain,negative
sangattt sangattt why,sangattt sangattt why,negative
Biayanya mahal bang muslim nih promosi bebek carok wkwkw,biayanya mahal bang muslim nih promosi bebek carok wkwkw,negative
Aku kira ini konten Ini rekayasa AI....,aku kira ini konten ini rekayasa ai,negative
"bravo mas Gibran , coki gokil loe😂...",bravo mas gibran coki gokil loe,neutral
"Gibran nya nyantai, pendukung nya yg ga nyantai😂",gibran nya nyantai pendukung nya yg ga nyantai,negative
"Poinnya panji sbnrnya bukan di gibran, tp pemerintah yg dipimpin prabowo secara keseluruhan. Gibran itu cuma punchline doang 🤣",poinnya panji sbnrnya bukan di gibran tp pemerintah yg dipimpin prabowo secara keseluruhan gibran itu cuma punchline doang,negative
"Yang norak tuh pendukung fanatik nya.....,  antara terlalu bodoh atau tidak bisa mencerna sesuatu ....
😂😂😂",yang norak tuh pendukung fanatik nya antara terlalu bodoh atau tidak bisa mencerna sesuatu,negative
Please.... angkat coki jadi staff khusus percepatan pembangunan Papua_ #Gibran,please angkat coki jadi staff khusus percepatan pembangunan papua gibran,neutral
Req wowok sawit udah subskrep,req wowok sawit udah subskrep,negative
Jir kurang durasi nya ini bg gibran luangin waktu 5jam doang biar enak nontonnya,jir kurang durasi nya ini bg gibran luangin waktu jam doang biar enak nontonnya,negative
Mutant baru lagi mas muslim🙏🏼,mutant baru lagi mas muslim,negative
Btw mbak yang di belakang,btw mbak yang di belakang,neutral
Lucu bangeyt😭😭😭,lucu bangeyt,positive
Aku ngakak sepanjang video,aku ngakak sepanjang video,positive
Lha emang kita bisa minta dilahirkan dari siapa dan bentuknya seperti apa...wkwkkw pandji oh pandji....keliatan kualitasmu fans abah,lha emang kita bisa minta dilahirkan dari siapa dan bentuknya seperti apawkwkkw pandji oh pandjikeliatan kualitasmu fans abah,positive
Gibran kontol,gibran kontol,positive
Ini ai kan,ini ai kan,neutral
Besar banget hatinya pak Gibran,besar banget hatinya pak gibran,positive
Final boss anjjir wkwk,final boss anjjir wkwk,positive
"9:53 kalau ikn, sebenarnya ruwet di pembayaran tukang dan kulinya yang molor bgt, jadi sebenarnya pekerja di sana datang dan pergi orang baru. Coba di up",kalau ikn sebenarnya ruwet di pembayaran tukang dan kulinya yang molor bgt jadi sebenarnya pekerja di sana datang dan pergi orang baru coba di up,negative
Gibran 19 JT lapangan kerja kmren gmn??? program waktu kampanye bnyk kali bg ...skrng kw bilang wapres GK punya program bg....bg klw GK pande jngn jadi wapres la bg ....msh bnyk yg mampu kok.....,gibran jt lapangan kerja kmren gmn program waktu kampanye bnyk kali bg skrng kw bilang wapres gk punya program bgbg klw gk pande jngn jadi wapres la bg msh bnyk yg mampu kok,negative
Tanyain akun fufufafa dong 😂,tanyain akun fufufafa dong,neutral
"""Apakah kamu membutuhkan kopi coki?""
Gibran like ""saya tau arahnya kemana ini""

Akaowkkwkwkwkwk",apakah kamu membutuhkan kopi coki gibran like saya tau arahnya kemana ini akaowkkwkwkwkwk,neutral
"5-10-15-20 tahun kebelakang serius nanya, ada wapres yang bisa diajak ngobrol se lepas se nyambung ini gak sih sama generasi muda nya?",tahun kebelakang serius nanya ada wapres yang bisa diajak ngobrol se lepas se nyambung ini gak sih sama generasi muda nya,negative
"Ini yang saya senang dari mas Gibran, walaupun beliau wakil presiden, tapi di video ini menunjukkan kalau dia seperti orang biasa pada umumnya",ini yang saya senang dari mas gibran walaupun beliau wakil presiden tapi di video ini menunjukkan kalau dia seperti orang biasa pada umumnya,positive
gilaaa sih gilaaa🤣,gilaaa sih gilaaa,negative
"Udh daya beli masyarakat turun, PHK dimana mana, Wakil presiden kita Gibran lagi 😂😂",udh daya beli masyarakat turun phk dimana mana wakil presiden kita gibran lagi,negative
Keren cukk cara brandingnya. Goks,keren cukk cara brandingnya goks,positive
"Sertifikat halal suruh tunjukin.
Ijazah tunjukin ..!!",sertifikat halal suruh tunjukin ijazah tunjukin,neutral
"Gila si panji harusnya malu sih,orang yang udah di roasting and di hina fisiknya sama dia bisa2nya selegowo and sesabar ini nanggepinnya.",gila si panji harusnya malu sihorang yang udah di roasting and di hina fisiknya sama dia bisanya selegowo and sesabar ini nanggepinnya,negative
😢😢😢😢😢😢🎉🎉🎉🎉🎉😊😊😊😅😅😮😮😮😮😂😂😂❤❤❤❤,,ERROR
